subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
1326	False		0	True	Female	51	hs	Completed	Yes	No	None	True	True	True	False	False	False	False	False	False	True	True	False	target	6.0	6.0	7.0	100.0	I looked for the box with the blue line in it that already had a 6 and 7. So I ignored that box. Then I looked to the left and found that the blank spot there already had a 6 and 7 in the vertical column. So I ignored that box. I then looked to the middle column, so there was a single 6 so a 7 would go to the right of the 8 and the 6 would go to the left.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I went through a process of determining which would be correct.	['targetSingle']	I looked at the other columns that already had both a 6 and 7 in them.	Yes, I checked to see whether the candidate was actually correct.	Went through each column to determine the correct answer.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I had to train my brain that the number that was outside the box was the one that went in the blank box.	row	620413
1327	True	90.219	1	False	Male	55	bach	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			76c669
1328	True	139.721	1	False	Female	19	bach	Currently pursuing	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			3dbf62
1329	False	170.823	2	False	Female	27	mast	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	6.0	6.0	5.0	100.0	I looked at each row to find a number that was the only one on the row. Then I look to see if it is the only one in the box. If it is I look at what the opposite number would go in the column, then I go to the spot I'm trying to fill and choose the other opposite number of the one that would go in that row.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	It was in a box on its own.	['targetSingle']	It was the only one in the row and was the only one in the block. Meaning I know for sure that the number to go in the column is the opposite number to choose. In this case, 5.	No, I just submitted my original guess without checking any further.			I go through find a row with only one number and a box with only one number, in this case 6. The only number that could go in the column is a 5. So then I go to the green box and choose 6, as it can not be a 5. 	column	0fc5c2
1330	True	113.747	1	False	Female	32	bach	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			7ddbbf
1331	False	62.935	1	False	Male	35	bach	Completed	Yes	Yes	10 or more	False	True	False	False	False	False	False	False	False																			ca7089
1332	False		0	True	Male	31	hs	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	7.0	7.0	3.0	100.0	Eliminated all filled boxes in row, then 3x3 box at middle right, then eliminated bottom right box in middle left and filled left box with 3 which left the only possible answer for green box 7. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	it was the only number without a partner or buddy.	['targetSingle']	I truly can't explain how other then when working the puzzle using the eliminating steps in the tutorial that is the last number that needs to go in the green box.	Yes, I checked to see whether the candidate was actually correct.	Reversed steps	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I've never done a Sudoku puzzle before now, so the tutorial helped out a lot.  	row	14c0d6
1333	True	60.474	1	False	Female	34	bach	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	False	False	False																			9953ba
1334	True	71.619	1	False	Female	53	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			89c6f5
1335	True	34.845	1	False	Female	19	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	True	False	True	True	False	False																			a032dd
1336	True	267.857	3	False	Male	43	hs	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			901a9f
1337	True	92.069	1	False	Female	47	asso	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			51079b
1338	True	61.651	1	False	Male	19	bach	Currently pursuing	Yes	Yes	7 to 9	True	True	True	False	False	False	True	False	False																			d4fdc4
1339	True	70.006	1	False	Female	31	hs	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			4d27a1
1340	False	2.747	1	False	Male	42	asso	Completed	Yes	Yes	7 to 9	False	False	True	False	False	False	False	False	False																			136de5
1341	True	77.651	1	False	Female	32	asso	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			71a569
1342	False	25.464	10	False	Male	29	bach	Completed	Not sure	No	1 to 3	False	False	False	False	False	False	False	False	True																			6ae0aa
1343	True	103.984	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			28e3e1
1344	True	59.946	1	False	Female	27	asso	Completed	Yes	Yes	10 or more	False	True	False	True	False	False	False	False	False																			85cf51
1345	False		0	True	Female	28	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	False	False																			d0d029
1346	False		0	True	Male	38	bach	Completed	Yes	Not sure	None	True	True	False	False	False	False	True	False	False	True	True	False	target	3.0	3.0	4.0	40.0	Using the left square (9 +1 + 10)  Then for the middle square used the 3 for a 7 + 3 = 10	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	that the 3 would make the 2 squares equal to 10	['occupied', 'occupied']	They added up to 10 as well	No, I just submitted my original guess without checking any further.			While 3 was my best guess for solving the puzzle because both squares added up to 10.. it still was a bit of a 50/50 guess	row	976a3e
1347	True	89.2	1	False	Female	38	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			9ef8ea
1348	True	36.404	1	False	Female	33	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			3711b3
1349	True	171.959	1	False	Female	58	phd	Completed	Yes	No	1 to 3	True	True	True	True	True	True	True	False	False																			ff00d9
1350	False		0	True	Female	22	asso	Currently pursuing	No	No	None	False	False	True	True	True	True	True	False	False	True	True	True	target	2.0	2.0	5.0	100.0	Where can 2 go	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	2 was alone	['targetSingle']	this blocked off a blue cell	Yes, I checked to see whether the candidate was actually correct.	check the list	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I saw which blue cell was open	column	b26711
1351	True	111.976	1	False	Male	22	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			e5834e
1352	True	65.941	1	False	Female	22	mast	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	False	True	True	False																			bf6880
1353	False		0	True	Female	19	bach	Currently pursuing	Yes	No	None	True	True	True	False	False	True	False	False	False	True	True	False	target	8.0	8.0	1.0	100.0	First I found the box where I could not put an 8 or a 1 because both numbers were already in that box. This box is in the middle section on the far left. Then i found a column where both 1 and 8 were and ruled out that space. Then I looked at the 7th column from the left which only had an 8 so I know that the number 1 can go there. Therefore the remaining space in this row must be 8.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle']					I knew 8 and 1 were the two numbers I would be focusing on to put in the green square because they were the only two numbers outside of the blue row. 	row	04ba42
1354	True	2144.5	7	False	Male	32	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			8fc65d
1355	True	109.675	1	False	Female	19	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	False	True	True	False	True	False	False																			387146
1356	True	58.752	1	False	Female	71	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			a83105
1357	True	231.824	1	False	Female	54	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			4880f6
1358	True	116.536	1	False	Male	28	asso	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			c8d243
1359	True	73.483	1	False	Female	40	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	True																			e4a065
1360	True	135.921	2	False	Female	43	hs	Completed	Yes	Yes	4 to 6	True	True	False	False	False	False	True	False	False																			a056af
1361	True	544.84	6	False	Male	41	mast	Completed	Yes	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			8e5fc0
1362	False		0	True	Male	34	bach	Completed	Yes	No	None	True	True	False	False	False	True	False	False	False	True	True	False	distractor	6.0	2.0	6.0	35.0	I think there was not enough six on the other colum. There is a six on the box to the next one.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	There was a six in the colum before and that there was a six on the box already, 	['distractorSingle']	That one made the number not be there.  so it had to be in this box. 	No, I just submitted my original guess without checking any further.			The other two boxes have six and this one does not. 	row	76b75f
1363	True	93.492	1	False	Female	23	hs	Currently pursuing	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			e75b3e
1364	True	198.141	1	False	Female	57	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			4ed7dd
1365	True	155.775	1	False	Male	37	hs	Completed	Yes	Yes	7 to 9	True	False	False	False	False	False	False	False	False																			21a8d1
1366	True	116.186	1	False	Male	29	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			b23eab
1367	True	192.539	1	False	Male	35	bach	Completed	Yes	Yes	10 or more	False	True	False	False	False	False	False	False	False																			3a2d17
1368	True	74.615	1	False	Male	38	bach	Completed	Yes	Yes	1 to 3	True	True	True	True	False	True	False	False	False																			b46114
1369	False		0	True	Male	36	asso	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			bad0fe
1370	True	96.984	1	False	Male	45	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	True																			e43f1c
1371	True	43.635	1	False	Male	34	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			011d3e
1372	False	40.608	12	False	Female	35	asso	Completed	Yes	No	4 to 6	False	False	False	False	True	False	False	False	False																			26ef34
1373	False		0	True	Female	30	bach	Completed	Yes	No	None	True	True	True	True	False	True	True	False	False	True	True	False	target	7.0	7.0	5.0	85.0	the answer could be either 7 or 5 based on the numbers on the grid, the grid above has already a 5 and 7 the grid on the right only has a 5 so the answer is 7	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	the grid on the right was missing a 7	['distractorSingle']	that grid doesn't have a 7	No, I just submitted my original guess without checking any further.			it's a pattern, in this case only a 5 or a 7 is possible because those are the numbers that repeat the most	column	d19198
